Season,Round,Season_Round,Grand_Prix,Driver,Team,Quali_Position,Pole_Gap_Position,Pole_Time,Quali_Time,Normalised_Pole_Gap
2019,1,2019-01,Australian Grand Prix,HAM,Mercedes,1,1,80.486,80.486,0
2019,1,2019-01,Australian Grand Prix,BOT,Mercedes,2,2,80.486,80.598,0.001391546
2019,1,2019-01,Australian Grand Prix,VET,Ferrari,3,3,80.486,81.19,0.008746863
2019,1,2019-01,Australian Grand Prix,VER,Red Bull Racing,4,4,80.486,81.32,0.010362051
2019,1,2019-01,Australian Grand Prix,LEC,Ferrari,5,5,80.486,81.442,0.011877842
2019,1,2019-01,Australian Grand Prix,GRO,Haas F1 Team,6,6,80.486,81.826,0.016648858
2019,1,2019-01,Australian Grand Prix,MAG,Haas F1 Team,7,7,80.486,82.099,0.020040752
2019,1,2019-01,Australian Grand Prix,NOR,McLaren,8,8,80.486,82.304,0.022587779
2019,1,2019-01,Australian Grand Prix,RAI,Kick Sauber,9,9,80.486,82.314,0.022712024
2019,1,2019-01,Australian Grand Prix,PER,Aston Martin,10,12,80.486,82.532,0.02542057
2019,1,2019-01,Australian Grand Prix,HUL,Alpine,11,13,80.486,82.54,0.025519966
2019,1,2019-01,Australian Grand Prix,RIC,Alpine,12,14,80.486,82.57,0.025892702
2019,1,2019-01,Australian Grand Prix,ALB,Racing Bulls,13,15,80.486,82.636,0.02671272
2019,1,2019-01,Australian Grand Prix,GIO,Kick Sauber,14,10,80.486,82.431,0.024165693
2019,1,2019-01,Australian Grand Prix,KVY,Racing Bulls,15,11,80.486,82.511,0.025159655
2019,1,2019-01,Australian Grand Prix,STR,Aston Martin,16,16,80.486,83.017,0.031446463
2019,1,2019-01,Australian Grand Prix,GAS,Red Bull Racing,17,17,80.486,83.02,0.031483736
2019,1,2019-01,Australian Grand Prix,SAI,McLaren,18,18,80.486,83.084,0.032278906
2019,1,2019-01,Australian Grand Prix,RUS,Williams,19,19,80.486,84.36,0.048132594
2019,1,2019-01,Australian Grand Prix,KUB,Williams,20,20,80.486,86.067,0.069341252
2019,2,2019-02,Bahrain Grand Prix,LEC,Ferrari,1,1,87.866,87.866,0
2019,2,2019-02,Bahrain Grand Prix,VET,Ferrari,2,2,87.866,88.16,0.003346004
2019,2,2019-02,Bahrain Grand Prix,HAM,Mercedes,3,3,87.866,88.19,0.003687433
2019,2,2019-02,Bahrain Grand Prix,BOT,Mercedes,4,4,87.866,88.256,0.004438577
2019,2,2019-02,Bahrain Grand Prix,VER,Red Bull Racing,5,5,87.866,88.752,0.010083536
2019,2,2019-02,Bahrain Grand Prix,MAG,Haas F1 Team,6,6,87.866,88.757,0.010140441
2019,2,2019-02,Bahrain Grand Prix,SAI,McLaren,7,7,87.866,88.813,0.010777775
2019,2,2019-02,Bahrain Grand Prix,GRO,Haas F1 Team,8,8,87.866,89.015,0.01307673
2019,2,2019-02,Bahrain Grand Prix,RAI,Kick Sauber,9,9,87.866,89.022,0.013156397
2019,2,2019-02,Bahrain Grand Prix,NOR,McLaren,10,10,87.866,89.043,0.013395398
2019,2,2019-02,Bahrain Grand Prix,RIC,Alpine,11,11,87.866,89.488,0.018459928
2019,2,2019-02,Bahrain Grand Prix,ALB,Racing Bulls,12,12,87.866,89.513,0.018744452
2019,2,2019-02,Bahrain Grand Prix,GAS,Red Bull Racing,13,13,87.866,89.526,0.018892404
2019,2,2019-02,Bahrain Grand Prix,PER,Aston Martin,14,14,87.866,89.756,0.021510027
2019,2,2019-02,Bahrain Grand Prix,KVY,Racing Bulls,15,15,87.866,89.854,0.022625361
2019,2,2019-02,Bahrain Grand Prix,GIO,Kick Sauber,16,16,87.866,90.026,0.024582888
2019,2,2019-02,Bahrain Grand Prix,HUL,Alpine,17,17,87.866,90.034,0.024673935
2019,2,2019-02,Bahrain Grand Prix,STR,Aston Martin,18,18,87.866,90.217,0.026756652
